image_hex_string	actual	base_prediction	corrupting_pixels
0x38000007c00003e000003c000001dc00000fc00000fc00000380000038000003800000380000038000003800000780000038000003800000300000070000007000000300000000000000000	9	9	(7, 0);(8, 0);(9, 0);(10, 0);(15, 0);(9, 1);(10, 1);(11, 1);(15, 1);(16, 1);(17, 1);(18, 1);(9, 2);(10, 2);(16, 2);(17, 2);(18, 2);(9, 3);(10, 3);(16, 3);(17, 3);(18, 3);(19, 3);(2, 4);(3, 4);(4, 4);(6, 4);(7, 4);(8, 4);(9, 4);(10, 4);(16, 4);(17, 4);(18, 4);(2, 5);(4, 5);(6, 5);(7, 5);(8, 5);(9, 5);(10, 5);(11, 5);(15, 5);(16, 5);(17, 5);(0, 6);(1, 6);(2, 6);(3, 6);(4, 6);(5, 6);(6, 6);(7, 6);(8, 6);(9, 6);(10, 6);(2, 7);(3, 7);(4, 7);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(2, 8);(3, 8);(4, 8);(5, 8);(6, 8);(7, 8);(8, 8);(9, 8);(10, 8);(17, 8);(2, 9);(3, 9);(4, 9);(5, 9);(6, 9);(7, 9);(8, 9);(9, 9);(10, 9);(1, 10);(2, 10);(3, 10);(4, 10);(5, 10);(6, 10);(7, 10);(10, 10);(2, 11);(3, 11);(4, 11);(10, 11);(0, 12);(1, 12);(2, 12);(3, 12);(4, 12);(10, 12);(11, 12);(12, 12);(16, 12);(17, 12);(1, 13);(2, 13);(3, 13);(4, 13);(7, 13);(8, 13);(11, 13);(12, 13);(15, 13);(16, 13);(17, 13);(18, 13);(23, 13);(0, 14);(1, 14);(2, 14);(3, 14);(4, 14);(6, 14);(7, 14);(9, 14);(10, 14);(11, 14);(12, 14);(13, 14);(14, 14);(21, 14);(22, 14);(23, 14);(0, 15);(1, 15);(2, 15);(3, 15);(4, 15);(6, 15);(7, 15);(8, 15);(9, 15);(11, 15);(12, 15);(13, 15);(20, 15);(21, 15);(22, 15);(0, 16);(1, 16);(2, 16);(3, 16);(4, 16);(6, 16);(7, 16);(8, 16);(9, 16);(12, 16);(17, 16);(18, 16);(19, 16);(20, 16);(21, 16);(22, 16);(23, 16);(25, 16);(0, 17);(1, 17);(2, 17);(3, 17);(4, 17);(5, 17);(7, 17);(8, 17);(9, 17);(16, 17);(17, 17);(18, 17);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(24, 17);(25, 17);(26, 17);(1, 18);(2, 18);(3, 18);(4, 18);(8, 18);(9, 18);(10, 18);(15, 18);(16, 18);(17, 18);(18, 18);(19, 18);(20, 18);(21, 18);(22, 18);(23, 18);(24, 18);(25, 18);(26, 18);(1, 19);(2, 19);(3, 19);(4, 19);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(20, 19);(21, 19);(22, 19);(23, 19);(14, 20);(15, 20);(16, 20);(17, 20);(18, 20);(19, 20);(20, 20);(21, 20);(23, 20);(8, 21);(10, 21);(14, 21);(15, 21);(16, 21);(17, 21);(18, 21);(19, 21);(20, 21);(21, 21);(8, 22);(9, 22);(10, 22);(13, 22);(14, 22);(15, 22);(16, 22);(17, 22);(18, 22);(19, 22);(20, 22);(21, 22);(8, 23);(9, 23);(10, 23);(11, 23);(12, 23);(13, 23);(14, 23);(15, 23);(16, 23);(17, 23);(18, 23);(19, 23);(20, 23);(21, 23);(8, 24);(9, 24);(10, 24);(11, 24);(12, 24);(13, 24);(14, 24);(15, 24);(16, 24);(17, 24);(18, 24);(19, 24);(20, 24);(21, 24);(8, 25);(9, 25);(10, 25);(11, 25);(12, 25);(13, 25);(14, 25);(15, 25);(16, 25);(17, 25);(18, 25);(19, 25);(20, 25);(10, 26);(12, 26);(16, 26);(17, 26);(19, 26)
0x3000000300000060000006000000e007000a00f801801f801803f801807f80380f380381f380381ff80381ff003c3fe003fff8003ffe0003ffc0001fe000003c000000000000000000000000000000000000000000000	6	6	(19, 10);(20, 10);(21, 10);(21, 11);(7, 13);(9, 13)
0x3fc00003ff00000070000003800000180000038000003000000e000003c0000078000001800000180000038000003000000e000001c000009800001f000001e000000c000000000000000000	3	3	(2, 0);(3, 0);(4, 0);(5, 0);(6, 0);(7, 0);(8, 0);(9, 0);(10, 0);(2, 1);(3, 1);(4, 1);(5, 1);(6, 1);(7, 1);(8, 1);(9, 1);(10, 1);(11, 1);(4, 2);(5, 2);(6, 2);(7, 2);(8, 2);(9, 2);(10, 2);(11, 2);(12, 2);(13, 2);(14, 2);(5, 3);(6, 3);(7, 3);(8, 3);(9, 3);(10, 3);(11, 3);(12, 3);(13, 3);(14, 3);(15, 3);(16, 3);(17, 3);(18, 3);(19, 3);(5, 4);(6, 4);(7, 4);(8, 4);(9, 4);(10, 4);(11, 4);(12, 4);(13, 4);(14, 4);(15, 4);(16, 4);(17, 4);(18, 4);(19, 4);(27, 4);(4, 5);(5, 5);(6, 5);(7, 5);(9, 5);(10, 5);(11, 5);(12, 5);(13, 5);(14, 5);(15, 5);(16, 5);(17, 5);(18, 5);(19, 5);(26, 5);(27, 5);(6, 6);(7, 6);(10, 6);(11, 6);(12, 6);(13, 6);(14, 6);(15, 6);(16, 6);(17, 6);(18, 6);(19, 6);(26, 6);(27, 6);(4, 7);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(12, 7);(13, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(19, 7);(23, 7);(24, 7);(26, 7);(27, 7);(4, 8);(5, 8);(6, 8);(7, 8);(8, 8);(14, 8);(15, 8);(16, 8);(17, 8);(18, 8);(19, 8);(22, 8);(23, 8);(24, 8);(26, 8);(27, 8);(6, 9);(7, 9);(8, 9);(14, 9);(15, 9);(16, 9);(17, 9);(18, 9);(19, 9);(20, 9);(23, 9);(24, 9);(26, 9);(27, 9);(8, 10);(16, 10);(17, 10);(18, 10);(19, 10);(20, 10);(23, 10);(24, 10);(25, 10);(26, 10);(8, 11);(16, 11);(17, 11);(18, 11);(19, 11);(20, 11);(22, 11);(23, 11);(25, 11);(26, 11);(8, 12);(17, 12);(18, 12);(19, 12);(21, 12);(22, 12);(25, 12);(26, 12);(27, 12);(6, 13);(8, 13);(15, 13);(17, 13);(18, 13);(19, 13);(21, 13);(23, 13);(25, 13);(26, 13);(27, 13);(6, 14);(8, 14);(9, 14);(14, 14);(15, 14);(16, 14);(17, 14);(24, 14);(25, 14);(26, 14);(27, 14);(6, 15);(8, 15);(9, 15);(14, 15);(19, 15);(23, 15);(24, 15);(25, 15);(26, 15);(27, 15);(6, 16);(8, 16);(9, 16);(10, 16);(13, 16);(17, 16);(18, 16);(22, 16);(23, 16);(24, 16);(25, 16);(26, 16);(27, 16);(6, 17);(9, 17);(10, 17);(11, 17);(15, 17);(16, 17);(23, 17);(24, 17);(25, 17);(26, 17);(27, 17);(10, 18);(14, 18);(15, 18);(23, 18);(24, 18);(25, 18);(26, 18);(27, 18);(13, 19);(14, 19);(15, 19);(16, 19);(24, 19);(25, 19);(26, 19);(27, 19);(7, 20);(8, 20);(13, 20);(14, 20);(15, 20);(16, 20);(17, 20);(24, 20);(25, 20);(26, 20);(27, 20);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(13, 21);(14, 21);(15, 21);(16, 21);(17, 21);(24, 21);(25, 21);(26, 21);(27, 21);(6, 22);(12, 22);(13, 22);(14, 22);(15, 22);(16, 22);(17, 22);(25, 22);(26, 22);(27, 22);(12, 23);(13, 23);(14, 23);(15, 23);(16, 23);(17, 23);(25, 23);(26, 23);(27, 23);(13, 24);(14, 24);(15, 24);(16, 24);(17, 24);(24, 24);(25, 24);(26, 24);(27, 24);(13, 25);(14, 25);(15, 25);(16, 25);(17, 25);(25, 25);(26, 25);(13, 26);(14, 26);(15, 26);(16, 26);(17, 26);(18, 26);(19, 26);(24, 26);(13, 27);(14, 27);(15, 27);(16, 27);(17, 27);(18, 27);(19, 27);(24, 27)
0x400000060000003c800007fc00007fc0000efc0000ffe0000fff0000f8780007038000001c000400c000e00c000e00c000780c0007f380003ff80003ff80000ff800003e000000000000000000000000000000	5	0	(16, 8);(17, 8);(15, 9);(16, 9);(16, 10)
0x1e000007800001fe00007870000f0180006008000200c000600c0004008000400800040180004010000c030000c020000404000040c00004080000410000026000001800000000000000000	0	0	(22, 2);(8, 3);(22, 3);(9, 4);(22, 4);(7, 5);(8, 5);(9, 5);(10, 5);(11, 5);(22, 5);(7, 6);(8, 6);(9, 6);(10, 6);(11, 6);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(25, 7);(26, 7);(7, 8);(8, 8);(9, 8);(18, 8);(25, 8);(26, 8);(8, 9);(11, 9);(13, 9);(14, 9);(15, 9);(16, 9);(20, 9);(21, 9);(22, 9);(23, 9);(8, 10);(11, 10);(13, 10);(24, 10);(26, 10);(13, 11);(26, 11);(10, 12);(12, 12);(13, 12);(26, 12);(9, 13);(10, 13);(11, 13);(12, 13);(24, 13);(25, 13);(26, 13);(25, 14);(26, 14);(24, 15);(25, 15);(26, 15);(6, 16);(18, 16);(21, 16);(23, 16);(24, 16);(25, 16);(26, 16);(11, 17);(12, 17);(17, 17);(18, 17);(21, 17);(23, 17);(24, 17);(25, 17);(26, 17);(11, 18);(12, 18);(13, 18);(17, 18);(24, 18);(25, 18);(26, 18);(13, 19);(24, 19);(25, 19);(26, 19);(24, 20);(25, 20);(22, 21);(23, 21);(24, 21);(25, 21);(6, 22);(22, 22);(23, 22);(24, 22);(25, 22);(6, 23);(25, 23);(6, 24)
0x7f00001ff80001c08c003009c0030038001003800080e00007fe00001fc000003c000003800000380000070000007000000700000070000006000000e000000e00000060000000000	9	7	(11, 8);(8, 12)
0x7800001f800007f800007980000e180001c380001ff80001ff00001ff00003ff00007018000e018000c018001c07000181f00030fe0003ff80001ff00001e00000180000000000000000000000000	8	3	(17, 10);(15, 14);(15, 15);(10, 19);(15, 19);(16, 19)
0x1c00001fe00003f700003c7000078f0000f1e0001f7c0001ff80003ff00007fe0000fff0001fef0003e0e0003c0e0003c1e0003c7c0003ffc0001ff80001fe00000380000000000000000000000000000000	8	6	(7, 4);(8, 4);(7, 5);(8, 5);(7, 6);(8, 6);(9, 6);(6, 7);(7, 7);(8, 7);(9, 7);(6, 8);(7, 8);(8, 8);(9, 8);(23, 8);(5, 9);(6, 9);(7, 9);(8, 9);(9, 9);(10, 9);(13, 9);(14, 9);(4, 10);(5, 10);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(12, 10);(13, 10);(20, 10);(21, 10);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(12, 11);(20, 11);(21, 11);(4, 12);(5, 12);(7, 12);(8, 12);(11, 12);(12, 12);(20, 12);(21, 12);(4, 13);(5, 13);(23, 13);(5, 14);(13, 14);(23, 14);(8, 15);(13, 15);(23, 15);(10, 16);(13, 19);(14, 19);(15, 19)
0x3ffc0003ffe000000f0000007000001e000007c00001f000007c00001f000007c00001f000003e000003800000f000000e000000ff000007fff8001fff0000000000000000000000000000000000000	2	2	(17, 7);(17, 8)
0x180000018000001c00000380000008000001f800001fe0000180000010000001b000001fc000008e000000e000000f000000f000001e000001c000003c0000038000003000000000000000000000000	5	5	(8, 18)
0x7800000fc00001ee00001cf000018f000018e000030e000011c00001fc00000fc000000c000000c000000c000000c000001c00000180000c180000f3800007f000000e000000000000000000000000	9	9	(7, 6);(5, 7);(6, 7);(7, 7);(8, 7);(5, 8);(6, 8);(7, 8);(4, 9);(5, 9);(6, 9);(7, 9);(8, 9);(5, 10);(6, 10);(7, 10);(11, 10);(5, 11);(6, 11);(9, 11);(10, 11);(11, 11);(12, 11);(13, 11);(9, 12);(10, 12);(14, 12);(19, 18);(18, 19);(19, 19);(19, 20)
0xe000007f80000f180001c0c000180c000701c00071fc000e3f8000e378000c070000c0e0000c1e0000ffc0000ffc0000ff8000041800000180000010000001000000000000000000000000	9	9	(13, 1);(14, 1);(16, 2);(16, 3);(16, 4);(20, 5);(17, 6);(18, 6);(19, 6);(20, 6);(21, 6);(3, 7);(4, 7);(5, 7);(6, 7);(15, 7);(17, 7);(20, 7);(3, 8);(4, 8);(5, 8);(6, 8);(3, 9);(4, 9);(5, 9);(6, 9);(18, 9);(19, 9);(4, 10);(5, 10);(6, 10);(15, 10);(16, 10);(18, 10);(21, 10);(22, 10);(4, 11);(5, 11);(6, 11);(9, 11);(18, 11);(21, 11);(22, 11);(8, 12);(9, 12);(21, 12);(22, 12);(8, 13);(18, 13);(21, 13);(14, 14);(18, 14);(4, 15);(5, 15);(17, 15);(18, 15);(22, 15);(23, 15);(24, 15);(12, 16);(16, 16);(17, 16);(21, 16);(22, 16);(3, 17);(4, 17);(14, 17);(15, 17);(16, 17);(13, 18);(14, 18);(15, 18);(18, 18);(4, 19);(11, 19);(12, 19);(13, 19);(14, 19);(16, 19);(17, 19);(10, 20);(11, 20);(15, 20);(16, 20);(9, 21);(10, 21);(13, 21);(14, 21);(15, 21);(16, 21);(17, 21);(12, 22);(13, 22);(14, 22);(15, 22);(16, 22);(17, 22);(12, 23);(14, 23);(15, 23);(16, 23);(17, 23);(15, 24);(16, 24);(17, 24)
0x3000000380000038000007800000f8000039c000039c000071c000079800003fc00000fc0000018000001800000180000038000003000000300000020000006000000400000000000000000	4	4	(21, 0);(22, 0);(23, 0);(24, 0);(25, 0);(3, 1);(9, 1);(10, 1);(22, 1);(23, 1);(24, 1);(25, 1);(0, 2);(1, 2);(7, 2);(8, 2);(9, 2);(10, 2);(20, 2);(21, 2);(22, 2);(23, 2);(24, 2);(25, 2);(0, 3);(1, 3);(7, 3);(8, 3);(9, 3);(10, 3);(11, 3);(20, 3);(21, 3);(22, 3);(23, 3);(24, 3);(25, 3);(0, 4);(1, 4);(8, 4);(9, 4);(10, 4);(11, 4);(19, 4);(20, 4);(21, 4);(22, 4);(23, 4);(24, 4);(25, 4);(1, 5);(8, 5);(9, 5);(10, 5);(11, 5);(12, 5);(20, 5);(21, 5);(22, 5);(23, 5);(24, 5);(25, 5);(8, 6);(9, 6);(10, 6);(11, 6);(12, 6);(13, 6);(20, 6);(21, 6);(22, 6);(23, 6);(24, 6);(25, 6);(8, 7);(9, 7);(10, 7);(11, 7);(12, 7);(13, 7);(21, 7);(22, 7);(23, 7);(24, 7);(25, 7);(0, 8);(1, 8);(10, 8);(11, 8);(12, 8);(21, 8);(22, 8);(23, 8);(24, 8);(25, 8);(0, 9);(1, 9);(3, 9);(10, 9);(11, 9);(12, 9);(14, 9);(17, 9);(22, 9);(23, 9);(24, 9);(25, 9);(2, 10);(3, 10);(4, 10);(9, 10);(10, 10);(13, 10);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(23, 10);(24, 10);(25, 10);(2, 11);(3, 11);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(10, 11);(12, 11);(13, 11);(14, 11);(15, 11);(16, 11);(23, 11);(24, 11);(25, 11);(0, 12);(1, 12);(2, 12);(3, 12);(4, 12);(5, 12);(6, 12);(7, 12);(8, 12);(9, 12);(12, 12);(14, 12);(15, 12);(16, 12);(23, 12);(24, 12);(25, 12);(26, 12);(0, 13);(1, 13);(2, 13);(3, 13);(4, 13);(5, 13);(6, 13);(7, 13);(8, 13);(11, 13);(12, 13);(13, 13);(15, 13);(22, 13);(23, 13);(26, 13);(27, 13);(0, 14);(1, 14);(2, 14);(3, 14);(4, 14);(5, 14);(13, 14);(15, 14);(25, 14);(26, 14);(0, 15);(1, 15);(2, 15);(3, 15);(4, 15);(6, 15);(7, 15);(11, 15);(12, 15);(13, 15);(14, 15);(15, 15);(16, 15);(17, 15);(18, 15);(23, 15);(24, 15);(2, 16);(3, 16);(7, 16);(13, 16);(15, 16);(16, 16);(26, 16);(7, 17);(8, 17);(9, 17);(10, 17);(18, 17);(3, 18);(7, 18);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(27, 19);(0, 20);(1, 20);(2, 20);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(26, 20);(27, 20);(0, 21);(1, 21);(2, 21);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(11, 21);(27, 21);(0, 22);(1, 22);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(8, 22);(9, 22);(11, 22);(26, 22);(27, 22);(1, 23);(2, 23);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(9, 23);(11, 23);(25, 23);(26, 23);(27, 23);(0, 24);(1, 24);(2, 24);(3, 24);(4, 24);(5, 24);(6, 24);(24, 24);(25, 24);(26, 24);(27, 24);(1, 25);(2, 25);(3, 25);(4, 25);(5, 25);(11, 25);(23, 25);(24, 25);(25, 25);(26, 25);(3, 26);(19, 26);(20, 26);(21, 26);(23, 26);(24, 26);(18, 27);(19, 27);(20, 27);(23, 27);(24, 27)
0x1fc00007fe0000fde0000f070000e070000e070000e060000f060000f0e000000c000000c000000c000000c000001800000180000018000001c000001c000001c000000c000000000	7	9	(4, 2);(5, 2);(6, 2);(7, 2);(5, 3);(6, 3);(7, 3);(8, 3);(18, 3);(6, 4);(7, 4);(17, 4);(18, 4);(5, 5);(6, 5);(7, 5);(8, 5);(9, 5);(17, 5);(18, 5);(6, 6);(7, 6);(8, 6);(9, 6);(16, 6);(17, 6);(18, 6);(19, 6);(5, 7);(6, 7);(7, 7);(8, 7);(9, 7);(10, 7);(16, 7);(17, 7);(18, 7);(19, 7);(5, 8);(6, 8);(7, 8);(8, 8);(10, 8);(11, 8);(12, 8);(13, 8);(14, 8);(16, 8);(17, 8);(18, 8);(19, 8);(6, 9);(7, 9);(10, 9);(11, 9);(12, 9);(14, 9);(16, 9);(17, 9);(18, 9);(19, 9);(6, 10);(7, 10);(11, 10);(14, 10);(15, 10);(18, 10);(19, 10);(12, 11);(14, 11);(15, 11);(7, 12);(10, 12);(11, 12);(12, 12);(13, 12);(9, 14);(19, 14);(10, 15);(18, 15);(19, 15);(10, 16);(15, 16);(14, 17);(7, 18);(16, 18);(17, 18);(7, 19);(8, 19);(9, 19);(11, 19);(12, 19);(15, 19);(16, 19);(17, 19);(7, 20);(8, 20);(15, 20);(16, 20);(17, 20);(6, 21);(15, 21);(16, 21);(17, 21);(15, 22);(16, 22);(17, 22);(15, 23);(16, 23);(17, 23);(18, 23);(8, 24);(15, 24);(16, 24);(17, 24);(15, 25);(16, 25);(17, 25)
0xe000007e0000042000000200000020000006000000600000060000007ffe01f600000040000004000000400000040000004000000600000060000000000000000000000000000000	7	2	(12, 6);(13, 7);(22, 14);(23, 14);(8, 15);(9, 15);(10, 15);(8, 16);(9, 16);(10, 16);(11, 16);(8, 17);(9, 17);(10, 17);(11, 17);(12, 17);(8, 18);(9, 18);(8, 19);(15, 19);(15, 21);(15, 22)
0x1e000007f00000f20000186000038e000033c00003f000003c00000f800003d80000e0800038180007018000c0f0000dfc0000780000000000000000000000000000000000000000000000	8	8	(12, 3);(13, 3);(14, 3);(15, 3);(12, 4);(13, 4);(14, 4);(15, 4);(12, 5);(13, 5);(14, 5);(15, 5);(13, 6);(14, 6);(13, 7);(5, 9);(20, 10);(17, 12);(17, 13);(15, 14);(16, 14);(17, 14);(18, 14);(16, 15);(11, 16);(9, 17);(10, 17);(12, 17);(13, 17);(9, 18);(12, 18);(19, 18);(20, 18);(11, 19);(19, 19);(20, 19);(11, 20);(14, 20);(15, 20);(16, 20);(19, 20);(7, 21);(11, 21);(14, 21);(15, 21);(16, 21);(17, 21);(14, 22);(15, 22);(16, 22);(17, 22);(14, 23);(15, 23);(16, 23);(17, 23);(15, 24);(16, 24);(17, 24);(15, 25);(16, 25)
0x7f00001fff0003ffe0003e000003f000001b000000e00000060000006000000c000001e000007f80000f1c0000e0e00000060000006000000e000007c00003f800003c00000000000000000	5	8	(13, 9);(14, 9);(19, 9)
0xfc0000ffe0003fdf000780e000700e000201c0000f1c0000ff800007f000000f00000078000007c000007e00000ef00000670000073000007b800003f800001f000000700000000000000000000000	8	8	(19, 4);(6, 5);(19, 5);(6, 6);(9, 6);(10, 6);(19, 6);(21, 6);(8, 7);(9, 7);(21, 7);(8, 8);(11, 8);(21, 8);(11, 9);(19, 9);(20, 9);(21, 9);(25, 9);(19, 10);(20, 10);(21, 10);(18, 12);(15, 13);(16, 13);(17, 13);(18, 13);(9, 15);(16, 23);(17, 23)
0xc000003e00000e600001ce000018c00000180000018000003000000700000060000004000000c000001c00000180000018000003800000380000038600001f800001f000000000000000000000000	2	8	(8, 9);(8, 10);(9, 12);(15, 20);(15, 21);(16, 21);(15, 22);(16, 22);(15, 23);(16, 23)
0x3c000003e00000060000007000000700000038000003800008300003f70000e3f000180f800300fc00200c000201c000603c000603800020f000039c00001f800000e00000000000000000000000000000000	2	2	(15, 6);(16, 6);(17, 6);(15, 7);(12, 16)
0x38000007808000780c000f007000f003800f003c00f801c007800c003800e003800f003e007000e00700078070003e0f0001ffe00007fc00000000000000000000000000000000000000000000000000	0	6	(6, 13);(7, 13);(6, 14);(7, 14);(6, 15);(7, 15)
0x3c000003c000007c00000e000001e000001c000003c0180038078003c0f8003c3f8001fff8000fe38000fc3000000300000038000003800000380000038000003800000180000000000000000000000	9	4	(7, 14);(7, 15);(8, 15);(6, 16);(7, 16);(8, 16);(7, 17)
0x18000003800008700000fe00000fc000003c00000380000030000007300000fe0001ff80001fc000001c000001c000001800000380000038000003000000300000030000000000000000000000000	7	7	(15, 9);(15, 10);(11, 11);(12, 11);(7, 12);(8, 12);(9, 12);(11, 12);(12, 12);(13, 12);(8, 13);(9, 13);(11, 13);(12, 13);(8, 14);(9, 14);(20, 15);(21, 15)
0x18000003c040006c0c000c61c00180380018070003007000300e000301e000303e0003ffe0001fcc000000c000000e000000e000000c00000060000006000000700000020000000000000000	9	4	(8, 14);(7, 15);(8, 15);(9, 15);(7, 16);(8, 16);(9, 16)
0x3c000007e00003e600007830001e0300038030007002000e000000c0000018000001800000180000030c000030600003038000300c00038060001e030000fff00001fe000000000000000000000000000000	6	0	(15, 12);(17, 12);(13, 13);(15, 13);(13, 14)
0x6000001fc000038f0000203800020f000031f000031e000039e00003fc00001fc00000f8000001c000000c000000c000000c000000c000001c0000ffc0000ffe000002000000000000000000000000	9	3	(10, 7);(10, 8);(10, 9);(9, 11)
0x40000006000000c0000018000001800000300000030000007000000e000001c1c000181c000383f0003fff0007ffc000f0f0000e0c0001c0c0003818000700000020000000000000000000000000000000000000000	4	6	(5, 9);(6, 9);(7, 9);(18, 9);(19, 9);(5, 10);(6, 10);(7, 10);(5, 11);(6, 11);(7, 11);(9, 18);(8, 19);(9, 19);(10, 19);(11, 19);(8, 20);(9, 20);(10, 20);(11, 20);(8, 21);(9, 21);(10, 21);(11, 21);(8, 22);(9, 22);(10, 22);(11, 22);(8, 23);(9, 23);(10, 23);(11, 23);(9, 24);(10, 24);(9, 25);(10, 25)
0x3c00000fe000004e000001c000001c00000380000038000003c000001f0000007c000001f000000700000038000001c000001c0000018000007000001e00000f800000e000000000000000000000000	3	3	(9, 7);(6, 8);(6, 9);(10, 9);(18, 9);(5, 10);(6, 10);(9, 10);(17, 10);(18, 10);(6, 11);(17, 11);(18, 11);(19, 11);(17, 12);(18, 12);(19, 12);(9, 13);(17, 13);(18, 13);(7, 16);(6, 17);(7, 17);(5, 18);(6, 18);(7, 18);(5, 19);(6, 19);(7, 19);(5, 20);(6, 20);(7, 20);(8, 20);(5, 21);(6, 21);(7, 21);(8, 21);(6, 22);(7, 22);(8, 22);(6, 23);(7, 23);(8, 23)
0x1f800007de000070100006018000201800030180001018000181000018300000c20000046000006c000003800001f000007f0000061000002180000308000009000000700000000000000000	8	8	(6, 7);(7, 7);(8, 7);(6, 8);(7, 8);(8, 8);(9, 10);(10, 10);(11, 10);(11, 11);(12, 11);(14, 12);(8, 13);(15, 13);(16, 19);(15, 20);(16, 21);(17, 21)
0xfc00003ff00007ff8000f838000e018000e018000f0380007c300001e700000fe000003c000003c000003c000007e00000ee00000ce00001dc00001f800001f000000e00000000000000000	8	8	(23, 3);(24, 3);(25, 3);(21, 4);(22, 4);(23, 4);(24, 4);(25, 4);(21, 5);(22, 5);(23, 5);(24, 5);(25, 5);(13, 6);(20, 6);(21, 6);(23, 6);(24, 6);(13, 7);(14, 7);(15, 7);(24, 7);(25, 7);(13, 8);(14, 8);(14, 9);(15, 9);(25, 9);(14, 10);(15, 10);(23, 10);(24, 10);(25, 10);(12, 11);(25, 11);(10, 12);(13, 12);(20, 12);(9, 13);(10, 13);(13, 13);(19, 13);(23, 13);(16, 14);(17, 14);(18, 14);(21, 14);(23, 14);(24, 14);(26, 14);(9, 15);(10, 15);(11, 15);(12, 15);(13, 15);(14, 15);(18, 15);(20, 15);(22, 15);(23, 15);(24, 15);(25, 15);(26, 15);(10, 16);(11, 16);(12, 16);(13, 16);(14, 16);(21, 16);(22, 16);(23, 16);(25, 16);(9, 17);(10, 17);(12, 17);(13, 17);(20, 17);(21, 17);(22, 17);(10, 18);(16, 18);(17, 18);(18, 18);(19, 18);(20, 18);(21, 18);(25, 18);(26, 18);(7, 19);(8, 19);(15, 19);(16, 19);(17, 19);(25, 19);(26, 19);(8, 20);(14, 20);(15, 20);(16, 20);(24, 20);(25, 20);(26, 20);(14, 21);(15, 21);(16, 21);(24, 21);(25, 21);(26, 21);(15, 22);(16, 22);(17, 22);(23, 22);(24, 22);(25, 22);(26, 22);(14, 23);(15, 23);(16, 23);(17, 23);(24, 23);(25, 23);(26, 23);(10, 24);(14, 24);(15, 24);(16, 24);(17, 24);(18, 24);(24, 24);(25, 24);(15, 25);(16, 25);(17, 25);(18, 25);(23, 25);(24, 25);(25, 25);(16, 26);(17, 26);(18, 26);(17, 27);(18, 27)
0xcc00003ff0000fff0000e070000007000000e000001c000003c000007800000f3f8001fffe001ffff001f80700180070000007000000e000001e000067c00003f000000c00000000000000000000000	3	2	(18, 7);(23, 7);(16, 8);(17, 8);(18, 8);(23, 8);(23, 9);(23, 11);(7, 18);(7, 19);(19, 19);(20, 19);(6, 20);(7, 20);(16, 20);(19, 20);(6, 21);(7, 21);(8, 21);(16, 21);(7, 22);(7, 23);(8, 23)
